Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2009-01-12,Mildura,15.3,34.4,0.0,12.4,13.3,SSE,50.0,SSE,S,17.0,20.0,40.0,9.0,1016.6,1013.9,0.0,0.0,19.7,33.0,No,0.0,No
2009-01-13,Mildura,17.7,40.4,0.0,10.4,13.7,N,35.0,NE,N,13.0,6.0,22.0,9.0,1012.7,1009.4,0.0,0.0,28.0,38.7,No,0.0,No
2009-01-14,Mildura,22.3,42.4,0.0,11.2,13.0,W,41.0,N,WNW,11.0,20.0,13.0,7.0,1009.1,1007.6,0.0,0.0,31.4,41.4,No,0.0,No
2009-01-15,Mildura,16.4,29.7,0.0,21.0,11.8,S,52.0,S,SSW,24.0,20.0,51.0,23.0,1016.8,1015.8,4.0,4.0,18.4,25.9,No,0.0,No
2009-01-16,Mildura,12.8,29.8,0.0,10.0,12.9,SSW,48.0,S,SSW,24.0,20.0,53.0,21.0,1021.3,1018.3,0.0,0.0,16.8,27.6,No,0.0,No
2009-01-17,Mildura,12.0,28.6,0.0,12.0,13.1,SSE,43.0,SE,SSE,17.0,20.0,45.0,15.0,1022.8,1019.5,1.0,3.0,15.5,25.7,No,0.0,No
2009-01-18,Mildura,15.4,32.7,0.0,10.2,11.7,SE,28.0,SE,SE,15.0,13.0,30.0,12.0,1019.0,1016.0,7.0,6.0,19.6,30.0,No,0.0,No
2009-01-19,Mildura,17.2,39.0,0.0,8.0,13.3,WNW,26.0,NNE,N,9.0,9.0,24.0,8.0,1012.5,1008.8,1.0,0.0,27.2,36.8,No,0.0,No
2009-01-20,Mildura,20.1,42.3,0.0,11.8,12.9,NW,46.0,NNE,NW,9.0,20.0,19.0,4.0,1007.1,1005.2,0.0,5.0,28.7,41.3,No,0.0,No
2009-01-21,Mildura,19.2,36.7,0.0,18.2,12.7,WNW,54.0,SSE,WNW,4.0,11.0,44.0,18.0,1010.7,1007.0,2.0,1.0,23.2,34.5,No,0.8,No
2009-01-22,Mildura,22.9,38.3,0.8,10.4,10.3,W,78.0,NW,WNW,28.0,31.0,63.0,8.0,1002.8,1000.8,7.0,2.0,27.6,37.1,No,0.0,No
2009-01-23,Mildura,14.8,36.4,0.0,18.4,12.8,WNW,41.0,S,WNW,13.0,15.0,41.0,24.0,1008.3,1003.8,0.0,0.0,19.7,33.3,No,0.0,No
2009-01-24,Mildura,18.6,30.3,0.0,11.6,12.2,SW,39.0,SSW,SSW,22.0,13.0,53.0,24.0,1011.5,1011.9,7.0,3.0,19.9,27.1,No,0.0,No
2009-01-25,Mildura,14.7,34.7,0.0,10.6,13.4,ESE,30.0,SE,SSE,11.0,9.0,36.0,12.0,1017.3,1015.8,0.0,0.0,19.8,32.4,No,0.0,No
2009-01-26,Mildura,17.7,38.0,0.0,10.6,13.4,SE,35.0,SE,ESE,19.0,17.0,38.0,9.0,1018.6,1016.1,0.0,0.0,22.2,35.7,No,0.0,No
2009-01-27,Mildura,19.6,41.5,0.0,12.0,12.3,SE,26.0,E,E,15.0,11.0,28.0,8.0,1014.9,1011.9,1.0,3.0,25.9,40.0,No,0.0,No
2009-01-28,Mildura,25.3,43.7,0.0,12.0,13.2,NNW,50.0,N,NNW,24.0,13.0,23.0,14.0,1011.0,1008.4,1.0,3.0,34.6,42.4,No,0.0,No
2009-01-29,Mildura,25.6,42.8,0.0,18.0,13.2,NNE,44.0,N,N,19.0,19.0,22.0,11.0,1011.9,1009.7,1.0,1.0,34.2,42.3,No,0.0,No
2009-01-30,Mildura,24.8,43.3,0.0,16.0,13.1,N,35.0,N,SSW,17.0,11.0,18.0,12.0,1011.5,1008.7,0.0,1.0,33.9,41.9,No,0.0,No
2009-01-31,Mildura,26.7,44.1,0.0,14.4,9.8,NNE,33.0,N,NNE,11.0,9.0,20.0,9.0,1011.8,1009.2,6.0,5.0,32.6,42.4,No,0.0,No
2009-02-01,Mildura,24.6,42.9,0.0,14.4,10.2,SSE,33.0,ESE,NNW,15.0,13.0,42.0,11.0,1012.3,1009.3,1.0,4.0,28.1,41.5,No,0.0,No
2009-02-02,Mildura,24.6,42.6,0.0,13.2,9.1,SSE,24.0,S,S,9.0,20.0,50.0,13.0,1009.8,1007.0,5.0,4.0,26.5,41.6,No,0.0,No
2009-02-03,Mildura,24.8,40.1,0.0,15.6,12.1,SSW,31.0,SSE,SE,17.0,11.0,46.0,22.0,1009.5,1006.1,1.0,1.0,27.5,38.2,No,0.0,No
2009-02-04,Mildura,22.5,40.9,0.0,11.8,13.0,NNW,35.0,S,NW,9.0,19.0,37.0,13.0,1007.0,1003.7,1.0,0.0,27.7,39.6,No,0.0,No
2009-02-05,Mildura,20.1,41.1,0.0,13.2,13.0,S,44.0,SSW,S,13.0,19.0,41.0,12.0,1006.4,1004.5,0.0,0.0,25.4,39.5,No,0.0,No
2009-02-06,Mildura,22.5,43.1,0.0,14.4,12.9,S,33.0,ENE,NNW,11.0,15.0,38.0,12.0,1008.4,1005.2,0.0,0.0,27.5,41.4,No,0.0,No
2009-02-07,Mildura,26.1,46.7,0.0,13.2,11.7,NNW,56.0,NNE,NW,24.0,31.0,11.0,10.0,1004.4,1002.9,0.0,2.0,36.4,46.1,No,0.0,No
2009-02-08,Mildura,22.2,34.6,0.0,20.4,12.4,SSW,44.0,S,S,19.0,17.0,44.0,22.0,1011.0,1010.3,1.0,1.0,23.3,33.5,No,0.0,No
2009-02-09,Mildura,14.8,26.6,0.0,14.8,12.2,SSE,46.0,SSE,S,30.0,24.0,49.0,19.0,1016.7,1014.5,1.0,3.0,16.3,24.1,No,0.0,No
2009-02-10,Mildura,12.0,24.5,0.0,11.8,12.8,SSE,48.0,SSE,S,22.0,24.0,49.0,19.0,1018.7,1016.4,1.0,1.0,14.4,22.2,No,0.0,No
2009-02-11,Mildura,10.2,24.6,0.0,12.0,12.6,S,52.0,S,S,24.0,28.0,57.0,20.0,1020.1,1017.3,0.0,0.0,13.3,22.8,No,0.0,No
2009-02-12,Mildura,10.8,27.3,0.0,10.0,12.6,SSE,48.0,S,SSE,22.0,24.0,60.0,22.0,1019.9,1016.8,1.0,1.0,13.4,24.7,No,0.0,No
2009-02-13,Mildura,13.3,26.9,0.0,10.4,6.6,ESE,50.0,SE,ESE,24.0,28.0,54.0,35.0,1020.6,1018.6,4.0,5.0,17.2,25.0,No,0.0,No
2009-02-14,Mildura,17.0,30.3,0.0,7.6,11.4,ENE,39.0,ENE,SE,22.0,24.0,46.0,29.0,1020.4,1017.3,1.0,4.0,20.1,28.0,No,0.0,No
2009-02-15,Mildura,17.3,31.1,0.0,9.0,4.2,S,33.0,SW,SSE,4.0,15.0,51.0,20.0,1015.3,1013.3,7.0,7.0,19.1,30.4,No,0.0,No
2009-02-16,Mildura,18.5,32.4,0.0,12.8,11.6,ESE,43.0,SE,ESE,13.0,24.0,45.0,21.0,1015.7,1013.2,5.0,2.0,23.0,30.8,No,0.0,No
2009-02-17,Mildura,18.2,33.2,0.0,6.6,10.2,ESE,41.0,NE,ESE,19.0,26.0,47.0,19.0,1013.8,1011.8,5.0,1.0,23.5,31.2,No,0.0,No
2009-02-18,Mildura,15.4,32.6,0.0,10.4,9.2,ESE,31.0,E,SSE,7.0,19.0,48.0,23.0,1011.6,1008.6,2.0,6.0,23.3,30.8,No,0.0,No
2009-02-19,Mildura,16.7,36.2,0.0,8.6,11.3,SW,50.0,NNW,WNW,7.0,19.0,36.0,14.0,1008.7,1007.1,0.0,2.0,24.7,35.1,No,0.0,No
2009-02-20,Mildura,18.3,30.2,0.0,12.4,7.6,SW,33.0,SW,SSW,17.0,19.0,69.0,28.0,1014.8,1013.6,7.0,3.0,18.5,27.3,No,0.0,No
2009-02-21,Mildura,14.3,28.8,0.0,8.0,12.3,S,43.0,S,S,17.0,22.0,57.0,28.0,1018.4,1015.4,0.0,0.0,17.1,26.7,No,0.0,No
2009-02-22,Mildura,13.8,30.9,0.0,9.2,12.0,SSE,33.0,SE,WNW,13.0,11.0,63.0,22.0,1016.5,1013.5,0.0,1.0,17.4,28.8,No,0.0,No
2009-02-23,Mildura,14.2,36.4,0.0,8.0,10.8,W,57.0,N,WNW,9.0,24.0,29.0,8.0,1012.5,1010.6,3.0,7.0,22.4,35.3,No,0.0,No
2009-02-24,Mildura,11.9,28.6,0.0,9.4,12.3,S,41.0,SE,SE,17.0,20.0,52.0,15.0,1018.9,1016.6,0.0,3.0,14.6,26.0,No,0.0,No
2009-02-25,Mildura,10.8,30.6,0.0,9.6,12.1,SSE,39.0,ESE,S,19.0,11.0,48.0,16.0,1019.0,1016.8,0.0,2.0,15.7,28.2,No,0.0,No
2009-02-26,Mildura,14.8,34.0,0.0,7.0,11.0,E,22.0,E,NNW,15.0,4.0,49.0,13.0,1017.0,1014.2,1.0,7.0,19.3,32.1,No,0.0,No
2009-02-27,Mildura,17.4,39.5,0.0,8.0,10.4,NW,43.0,NNE,WNW,17.0,15.0,16.0,6.0,1012.4,1010.1,1.0,3.0,24.8,37.7,No,0.0,No
2009-02-28,Mildura,14.5,30.3,0.0,14.0,12.2,S,37.0,S,SSW,19.0,20.0,69.0,21.0,1013.8,1012.1,1.0,1.0,15.7,27.7,No,0.0,No
2009-03-01,Mildura,15.2,26.4,0.0,10.2,5.5,SSW,31.0,SSE,WSW,13.0,7.0,53.0,28.0,1015.1,1013.8,7.0,7.0,15.7,24.2,No,0.0,No
2009-03-02,Mildura,15.5,28.1,0.0,6.0,1.1,NW,26.0,E,NW,13.0,13.0,42.0,31.0,1013.3,1012.6,7.0,8.0,20.4,25.1,No,0.6,No
2009-03-03,Mildura,20.4,37.6,0.6,5.8,0.3,N,63.0,NNE,W,31.0,24.0,37.0,16.0,1005.7,1003.2,7.0,7.0,28.1,35.9,No,1.2,Yes
2009-03-04,Mildura,10.8,23.4,1.2,12.8,0.7,WSW,57.0,WNW,WSW,19.0,30.0,66.0,27.0,1019.4,1018.2,0.0,6.0,14.9,22.4,Yes,0.0,No
2009-03-05,Mildura,14.0,24.6,0.0,8.0,8.8,SW,43.0,SSW,SSW,17.0,22.0,61.0,41.0,1021.2,1018.7,4.0,7.0,15.7,21.9,No,0.0,No
2009-03-06,Mildura,10.2,25.2,0.0,7.2,10.3,S,28.0,SSW,SW,13.0,15.0,76.0,33.0,1019.0,1015.7,1.0,0.0,12.7,23.0,No,0.0,No
2009-03-07,Mildura,12.2,27.5,0.0,6.0,11.1,S,28.0,SSE,ESE,13.0,6.0,66.0,32.0,1016.7,1014.9,1.0,7.0,15.6,25.5,No,0.0,No
2009-03-08,Mildura,13.3,28.7,0.0,7.4,10.9,SE,33.0,SE,SSE,22.0,13.0,57.0,30.0,1018.4,1016.6,3.0,1.0,16.5,26.6,No,0.0,No
2009-03-09,Mildura,12.4,32.0,0.0,8.8,11.5,SE,26.0,ESE,E,17.0,9.0,53.0,17.0,1018.7,1015.3,1.0,0.0,16.8,30.4,No,0.0,No
2009-03-10,Mildura,16.7,22.4,0.0,8.2,0.4,SE,35.0,S,ESE,11.0,11.0,39.0,87.0,1016.9,1016.9,8.0,8.0,19.6,20.6,No,7.0,Yes
2009-03-11,Mildura,17.1,29.4,7.0,1.2,6.1,NE,41.0,E,ENE,17.0,20.0,86.0,45.0,1017.0,1014.1,6.0,7.0,19.6,28.9,Yes,1.2,Yes
2009-03-12,Mildura,18.7,26.2,1.2,6.2,2.0,E,31.0,SSE,SE,7.0,7.0,95.0,73.0,1016.4,1014.8,7.0,7.0,18.7,23.1,Yes,14.0,Yes
2009-03-13,Mildura,16.9,30.3,14.0,3.0,11.0,ESE,24.0,NE,SSE,7.0,11.0,92.0,41.0,1015.9,1013.4,1.0,3.0,20.0,29.3,Yes,0.0,No
2009-03-14,Mildura,19.4,27.6,0.0,4.8,8.3,WSW,50.0,NNW,WSW,9.0,30.0,67.0,42.0,1010.3,1010.7,7.0,6.0,22.7,26.7,No,0.0,No
2009-03-15,Mildura,9.8,21.4,0.0,9.4,7.2,SW,41.0,WSW,WSW,13.0,19.0,63.0,37.0,1017.8,1015.4,2.0,7.0,13.5,20.2,No,0.0,No
2009-03-16,Mildura,12.6,21.7,0.0,5.2,1.8,SW,33.0,WSW,WSW,13.0,17.0,86.0,50.0,1017.2,1016.0,6.0,7.0,14.9,20.1,No,0.0,No
2009-03-17,Mildura,9.6,23.1,0.0,4.4,11.4,S,30.0,S,SW,13.0,13.0,84.0,42.0,1019.5,1017.6,0.0,1.0,12.4,21.6,No,0.0,No
2009-03-18,Mildura,8.1,28.3,0.0,6.6,8.8,NW,26.0,ESE,NW,7.0,15.0,58.0,20.0,1017.1,1014.1,0.0,6.0,14.0,26.6,No,0.0,No
2009-03-19,Mildura,13.9,34.3,0.0,5.8,11.3,NNW,31.0,N,N,11.0,15.0,41.0,13.0,1014.5,1012.0,1.0,0.0,19.3,32.9,No,0.0,No
2009-03-20,Mildura,14.6,33.9,0.0,8.0,11.1,NW,28.0,S,NNW,15.0,13.0,67.0,16.0,1015.4,1012.5,1.0,1.0,17.4,32.8,No,0.0,No
2009-03-21,Mildura,17.4,37.7,0.0,7.4,9.0,N,50.0,NNE,NW,11.0,24.0,31.0,8.0,1012.3,1009.8,1.0,5.0,22.5,36.4,No,0.0,No
2009-03-22,Mildura,17.5,28.6,0.0,12.4,10.3,WSW,41.0,SW,WSW,19.0,13.0,76.0,33.0,1015.1,1012.8,7.0,2.0,17.6,26.9,No,0.0,No
2009-03-23,Mildura,11.6,27.0,0.0,8.0,11.1,SSE,26.0,SSE,WSW,15.0,11.0,77.0,29.0,1017.2,1014.7,1.0,0.0,13.7,25.2,No,0.0,No
2009-03-24,Mildura,11.6,28.6,0.0,4.8,4.8,ENE,35.0,SE,nan,2.0,0.0,51.0,28.0,1016.6,1014.8,2.0,7.0,16.6,28.1,No,0.0,No
2009-03-25,Mildura,16.6,33.0,0.0,5.8,9.7,W,39.0,NW,NW,9.0,20.0,45.0,23.0,1015.8,1014.4,7.0,1.0,22.2,32.0,No,0.0,No
2009-03-26,Mildura,17.1,28.4,0.0,8.8,11.2,SSE,39.0,S,SSW,17.0,20.0,70.0,36.0,1021.1,1020.8,3.0,1.0,18.9,26.9,No,0.0,No
2009-03-27,Mildura,11.1,26.3,0.0,8.2,11.0,S,31.0,SSE,SSE,15.0,17.0,67.0,17.0,1027.0,1024.5,0.0,1.0,12.8,24.4,No,0.0,No
2009-03-28,Mildura,8.1,28.8,0.0,6.6,10.9,NE,20.0,SE,NNW,7.0,7.0,49.0,21.0,1024.2,1021.1,1.0,1.0,13.7,28.0,No,0.0,No
2009-03-29,Mildura,9.4,31.5,0.0,4.0,11.1,SE,26.0,nan,SE,0.0,9.0,41.0,10.0,1021.7,1019.2,1.0,3.0,15.0,30.0,No,0.0,No
2009-03-30,Mildura,11.9,31.8,0.0,8.0,11.0,E,30.0,SSE,SE,11.0,11.0,36.0,10.0,1021.9,1019.2,1.0,1.0,15.4,30.9,No,0.0,No
2009-03-31,Mildura,14.2,32.1,0.0,7.6,10.9,NE,31.0,E,ESE,13.0,13.0,45.0,21.0,1020.5,1017.8,0.0,1.0,18.7,31.3,No,0.0,No
2009-04-01,Mildura,16.3,32.0,0.0,8.0,10.2,E,41.0,E,E,11.0,19.0,51.0,23.0,1020.6,1017.5,0.0,0.0,19.5,31.1,No,0.0,No
2009-04-02,Mildura,17.6,33.2,0.0,6.6,10.7,NE,28.0,E,N,7.0,7.0,58.0,30.0,1019.1,1016.2,1.0,1.0,21.6,32.5,No,0.0,No
2009-04-03,Mildura,17.1,24.1,0.0,7.8,8.7,SSW,44.0,SW,SSW,22.0,20.0,80.0,37.0,1018.2,1017.7,6.0,6.0,17.2,22.8,No,0.0,No
2009-04-04,Mildura,8.3,21.7,0.0,6.4,10.8,SSW,35.0,SSW,S,9.0,19.0,72.0,32.0,1025.3,1023.3,0.0,0.0,10.7,19.8,No,0.0,No
2009-04-05,Mildura,9.0,23.5,0.0,5.6,10.7,SW,37.0,SSW,SW,9.0,19.0,66.0,38.0,1023.7,1019.7,3.0,4.0,14.8,22.7,No,0.0,No
2009-04-06,Mildura,6.6,19.7,0.0,6.2,10.6,SSW,43.0,S,S,15.0,22.0,56.0,25.0,1028.1,1025.1,0.0,0.0,11.5,18.7,No,0.0,No
2009-04-07,Mildura,7.5,22.1,0.0,5.2,10.6,SSE,39.0,SSE,S,22.0,22.0,66.0,30.0,1030.1,1026.0,0.0,0.0,12.3,21.3,No,0.0,No
2009-04-08,Mildura,9.0,23.1,0.0,5.0,10.8,SE,28.0,SSE,S,17.0,15.0,77.0,34.0,1027.7,1023.6,0.0,0.0,13.2,22.4,No,0.0,No
2009-04-09,Mildura,6.6,26.5,0.0,4.0,10.7,SSE,19.0,SSE,NNE,9.0,7.0,58.0,27.0,1022.2,1017.7,1.0,1.0,14.1,25.9,No,0.0,No
2009-04-10,Mildura,10.1,25.2,0.0,4.8,10.2,SW,26.0,SW,WSW,7.0,7.0,59.0,23.0,1020.6,1018.7,1.0,7.0,15.8,24.7,No,0.0,No
2009-04-11,Mildura,7.7,26.7,0.0,4.8,10.5,SSW,20.0,S,W,7.0,9.0,54.0,19.0,1023.2,1020.5,2.0,1.0,15.1,25.9,No,0.0,No
2009-04-12,Mildura,7.0,27.9,0.0,4.4,10.6,ESE,20.0,ESE,SSW,9.0,13.0,34.0,11.0,1023.0,1019.9,1.0,4.0,18.4,27.4,No,0.0,No
2009-04-13,Mildura,7.3,28.9,0.0,5.4,10.8,SE,24.0,ENE,ESE,9.0,9.0,32.0,10.0,1021.1,1016.8,1.0,1.0,18.3,28.3,No,0.0,No
2009-04-14,Mildura,10.1,30.5,0.0,6.4,10.9,WNW,41.0,NNW,W,4.0,22.0,34.0,11.0,1015.7,1011.5,0.0,1.0,18.7,29.8,No,0.0,No
2009-04-15,Mildura,13.3,21.9,0.0,7.0,10.5,WSW,50.0,WSW,SSW,30.0,17.0,61.0,28.0,1013.9,1013.5,7.0,1.0,18.8,21.3,No,0.0,No
2009-04-16,Mildura,4.2,21.7,0.0,5.4,10.3,W,35.0,SSW,SW,2.0,15.0,53.0,33.0,1016.9,1013.6,3.0,0.0,11.0,20.9,No,0.0,No
2009-04-17,Mildura,8.3,24.1,0.0,3.8,9.4,SW,26.0,SSW,SW,6.0,11.0,69.0,42.0,1020.0,1018.1,1.0,5.0,16.6,22.5,No,0.0,No
2009-04-18,Mildura,10.1,23.2,0.0,3.6,10.4,SSE,33.0,S,S,11.0,17.0,67.0,38.0,1024.2,1021.7,1.0,1.0,15.8,22.6,No,0.0,No
2009-04-19,Mildura,9.0,24.5,0.0,5.0,10.6,SE,31.0,SSE,SE,17.0,17.0,78.0,39.0,1023.8,1019.7,0.0,0.0,13.3,23.6,No,0.0,No
2009-04-20,Mildura,9.0,26.1,0.0,3.6,10.4,SE,22.0,E,E,13.0,13.0,58.0,25.0,1021.6,1018.0,0.0,0.0,15.3,25.9,No,0.0,No
2009-04-21,Mildura,11.0,24.9,0.0,4.6,9.9,E,35.0,NE,E,19.0,9.0,45.0,27.0,1022.8,1019.1,3.0,6.0,17.7,24.8,No,0.0,No
2009-04-22,Mildura,10.3,26.0,0.0,6.0,10.6,NE,19.0,NE,NE,15.0,13.0,53.0,26.0,1022.1,1018.4,1.0,1.0,16.8,25.4,No,0.0,No
2009-04-23,Mildura,12.8,26.9,0.0,5.8,5.6,NNE,46.0,NNE,NNE,20.0,24.0,43.0,29.0,1016.0,1010.4,5.0,7.0,18.7,25.9,No,8.0,Yes
2009-04-24,Mildura,14.9,17.9,8.0,6.6,3.3,WNW,43.0,NNW,WNW,19.0,15.0,93.0,78.0,1002.9,1002.3,7.0,7.0,16.3,16.3,Yes,0.4,No
2009-04-25,Mildura,12.1,21.0,0.4,2.0,3.3,W,63.0,NW,NW,19.0,35.0,90.0,54.0,1006.0,1000.0,8.0,5.0,14.0,20.3,No,5.8,Yes
2009-04-26,Mildura,8.5,15.6,5.8,0.6,5.8,WSW,54.0,WNW,WSW,20.0,28.0,73.0,67.0,1009.3,1010.1,7.0,7.0,11.3,13.0,Yes,0.4,No
2009-04-27,Mildura,7.7,18.9,0.4,2.4,4.8,NW,52.0,NNW,W,13.0,24.0,90.0,72.0,1014.9,1012.2,8.0,4.0,10.4,17.6,No,7.2,Yes
2009-04-28,Mildura,6.6,15.2,7.2,1.8,8.5,SSE,26.0,S,S,11.0,11.0,83.0,45.0,1023.3,1021.8,1.0,5.0,10.5,14.8,Yes,0.0,No
2009-04-29,Mildura,7.0,16.4,0.0,2.4,8.2,S,19.0,SE,SW,2.0,11.0,75.0,40.0,1024.1,1021.5,1.0,6.0,10.8,15.8,No,0.0,No
2009-04-30,Mildura,3.2,18.5,0.0,2.4,9.6,NNE,20.0,N,NW,9.0,9.0,68.0,38.0,1024.4,1021.6,0.0,1.0,9.7,18.3,No,0.0,No
2009-05-01,Mildura,7.0,21.8,0.0,2.6,7.7,W,24.0,N,W,13.0,15.0,61.0,40.0,1024.6,1022.0,6.0,4.0,11.8,21.3,No,0.4,No
2009-05-02,Mildura,11.8,18.8,0.4,2.6,4.1,SSE,28.0,S,SSE,11.0,11.0,97.0,58.0,1027.0,1025.1,8.0,5.0,12.9,17.8,No,0.2,No
2009-05-03,Mildura,4.6,19.5,0.2,1.8,9.2,ESE,24.0,S,SSE,9.0,13.0,82.0,35.0,1029.7,1027.4,1.0,0.0,10.1,19.0,No,0.0,No
2009-05-04,Mildura,6.0,18.8,0.0,2.6,9.0,SE,28.0,S,S,7.0,11.0,78.0,48.0,1031.8,1029.4,1.0,1.0,11.9,18.4,No,0.0,No
2009-05-05,Mildura,5.8,19.1,0.0,2.4,7.6,SSE,22.0,S,SW,7.0,9.0,88.0,47.0,1032.1,1028.7,6.0,7.0,10.1,18.9,No,0.0,No
2009-05-06,Mildura,5.9,18.7,0.0,1.8,9.8,SSE,28.0,SSW,S,9.0,13.0,85.0,43.0,1029.7,1025.8,2.0,1.0,9.0,18.4,No,0.0,No
2009-05-07,Mildura,6.2,17.7,0.0,2.6,9.0,SSE,33.0,SSE,SSE,13.0,17.0,83.0,47.0,1029.8,1027.6,4.0,1.0,10.3,17.1,No,0.0,No
2009-05-08,Mildura,6.7,18.3,0.0,4.0,9.9,SSW,31.0,S,SSE,11.0,17.0,82.0,45.0,1031.4,1027.8,0.0,0.0,10.0,18.0,No,0.0,No
2009-05-09,Mildura,6.7,18.0,0.0,2.0,9.9,SSE,28.0,S,S,13.0,17.0,91.0,55.0,1028.3,1024.5,7.0,5.0,10.6,17.0,No,0.0,No
2009-05-10,Mildura,7.1,20.1,0.0,2.0,10.0,SE,26.0,SSE,SSE,13.0,15.0,88.0,40.0,1025.0,1021.7,0.0,0.0,10.0,19.5,No,0.2,No
2009-05-11,Mildura,5.9,21.7,0.2,3.0,9.8,SSW,24.0,SSE,SSE,9.0,11.0,71.0,33.0,1023.9,1021.2,0.0,1.0,10.7,21.1,No,0.0,No
2009-05-12,Mildura,5.0,19.5,0.0,2.6,8.9,WSW,22.0,S,SW,9.0,13.0,79.0,39.0,1023.4,1020.4,1.0,6.0,9.3,19.3,No,0.0,No
2009-05-13,Mildura,4.2,19.7,0.0,2.6,5.0,WNW,28.0,WNW,W,7.0,15.0,84.0,47.0,1021.2,1017.7,2.0,7.0,8.9,18.4,No,0.0,No
2009-05-14,Mildura,7.8,19.1,0.0,1.8,5.7,W,31.0,WNW,WNW,15.0,20.0,89.0,48.0,1018.8,1016.2,7.0,5.0,11.3,18.9,No,0.0,No
2009-05-15,Mildura,10.4,20.8,0.0,2.8,5.5,WNW,44.0,WNW,WNW,17.0,24.0,77.0,44.0,1017.9,1014.8,1.0,7.0,13.3,20.5,No,0.0,No
2009-05-16,Mildura,13.3,19.5,0.0,4.8,5.3,W,43.0,W,SSW,19.0,20.0,82.0,54.0,1018.1,1017.5,7.0,6.0,15.1,19.3,No,0.0,No
2009-05-17,Mildura,6.4,18.5,0.0,1.6,4.3,SSE,20.0,nan,E,0.0,6.0,86.0,54.0,1024.0,1021.4,5.0,7.0,10.9,18.0,No,0.0,No
2009-05-18,Mildura,8.6,18.3,0.0,1.2,7.1,SE,26.0,ESE,SE,9.0,13.0,77.0,46.0,1023.2,1018.9,7.0,7.0,11.6,17.7,No,0.0,No
2009-05-19,Mildura,8.9,21.9,0.0,2.6,4.2,S,46.0,ENE,NE,7.0,24.0,65.0,49.0,1017.7,1015.6,7.0,7.0,12.3,19.8,No,0.0,No
2009-05-20,Mildura,12.3,19.4,0.0,3.4,1.2,E,35.0,E,ESE,13.0,19.0,88.0,57.0,1019.6,1018.1,7.0,7.0,14.2,18.9,No,0.6,No
2009-05-21,Mildura,8.9,23.0,0.6,1.6,2.7,ENE,39.0,E,E,19.0,20.0,61.0,34.0,1023.0,1020.0,1.0,1.0,14.9,22.8,No,0.0,No
2009-05-22,Mildura,8.0,22.7,0.0,3.2,8.5,NE,37.0,ENE,NE,15.0,20.0,64.0,36.0,1022.4,1017.5,1.0,0.0,13.3,22.4,No,0.0,No
